"X"	"experiment"	"game"	"network"	"communication"	"adversaries"	"list_of_adversaries"	"visibles"	"list_of_visibles"	"consensus"	"color"	"distance"	"length"
"842"	"04.12.17"	13	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"True"	"green"	0	56.328
"843"	"04.12.17"	14	"Erdos-Renyi-sparse"	"no_communication"	2	"[6, 18]"	5	"[12, 19, 16, 9, 13]"	"False"	"white"	5	60
"845"	"04.12.17"	16	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	5	"[15, 7, 14, 10, 2]"	"False"	"white"	6	60
"846"	"04.12.17"	17	"Barabasi-Albert"	"no_communication"	5	"[20, 15, 6, 19, 5]"	2	"[2, 13]"	"False"	"white"	4	60
"847"	"04.12.17"	18	"Erdos-Renyi-dense"	"no_communication"	2	"[21, 18]"	2	"[5, 8]"	"True"	"red"	0	12.667
"848"	"04.12.17"	19	"Erdos-Renyi-sparse"	"no_communication"	2	"[15, 6]"	2	"[17, 11]"	"False"	"white"	4	60
"849"	"04.12.17"	20	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[12]"	"False"	"white"	1	60
"850"	"04.12.17"	21	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[0, 7]"	"False"	"white"	5	60
"851"	"04.12.17"	22	"Barabasi-Albert"	"no_communication"	2	"[13, 8]"	0	"[]"	"False"	"white"	2	60
"852"	"04.12.17"	23	"Erdos-Renyi-dense"	"no_communication"	2	"[12, 16]"	0	"[]"	"False"	"white"	6	60
"857"	"04.12.17"	29	"Erdos-Renyi-dense"	"no_communication"	5	"[22, 6, 4, 7, 19]"	0	"[]"	"False"	"white"	6	60
"858"	"04.12.17"	30	"Barabasi-Albert"	"no_communication"	5	"[3, 19, 0, 20, 8]"	0	"[]"	"False"	"white"	2	60
"859"	"04.12.17"	31	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"True"	"red"	0	15.789
"860"	"04.12.17"	32	"Barabasi-Albert"	"no_communication"	2	"[10, 1]"	5	"[19, 20, 15, 5, 3]"	"True"	"red"	0	13.717
"861"	"04.12.17"	33	"Erdos-Renyi-dense"	"no_communication"	2	"[1, 16]"	1	"[18]"	"True"	"green"	0	7.137
"862"	"04.12.17"	34	"Erdos-Renyi-dense"	"no_communication"	2	"[10, 18]"	5	"[21, 16, 12, 13, 9]"	"True"	"green"	0	19.026
"863"	"04.12.17"	35	"Barabasi-Albert"	"no_communication"	2	"[6, 10]"	1	"[2]"	"False"	"white"	8	60
"864"	"04.12.17"	36	"Erdos-Renyi-dense"	"no_communication"	2	"[13, 18]"	2	"[7, 2]"	"False"	"white"	5	60
"865"	"04.12.17"	37	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	1	"[18]"	"True"	"green"	0	59.042
"866"	"04.12.17"	38	"Erdos-Renyi-sparse"	"no_communication"	2	"[16, 15]"	1	"[4]"	"False"	"white"	9	60
"867"	"04.12.17"	39	"Barabasi-Albert"	"no_communication"	2	"[14, 20]"	0	"[]"	"True"	"red"	0	18.904
"868"	"04.12.17"	40	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[9, 5, 13, 15, 14]"	"True"	"red"	0	7.673
"869"	"04.12.17"	41	"Barabasi-Albert"	"no_communication"	2	"[16, 14]"	2	"[7, 9]"	"False"	"white"	6	60
"870"	"04.12.17"	42	"Erdos-Renyi-dense"	"no_communication"	5	"[19, 15, 10, 5, 7]"	5	"[22, 6, 8, 0, 4]"	"True"	"green"	0	23.938
"871"	"04.12.17"	43	"Erdos-Renyi-sparse"	"no_communication"	5	"[12, 16, 5, 14, 9]"	5	"[8, 0, 11, 22, 7]"	"False"	"white"	9	60
"872"	"04.12.17"	44	"Barabasi-Albert"	"no_communication"	5	"[4, 12, 6, 1, 22]"	5	"[5, 19, 8, 23, 13]"	"True"	"red"	0	51.519
"873"	"04.12.17"	45	"Barabasi-Albert"	"no_communication"	5	"[12, 24, 2, 15, 20]"	5	"[8, 21, 18, 17, 11]"	"False"	"white"	7	60
"874"	"04.12.17"	46	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	5	"[4, 18, 17, 6, 9]"	"False"	"white"	9	60
"875"	"04.12.17"	47	"Barabasi-Albert"	"no_communication"	5	"[6, 7, 10, 12, 8]"	1	"[14]"	"True"	"green"	0	54.354
"877"	"04.12.17"	49	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	2	"[4, 18]"	"True"	"green"	0	14.336
"878"	"04.12.17"	50	"Erdos-Renyi-sparse"	"no_communication"	5	"[3, 22, 18, 15, 23]"	1	"[16]"	"False"	"white"	3	60
"879"	"04.12.17"	51	"Erdos-Renyi-dense"	"no_communication"	2	"[6, 14]"	0	"[]"	"True"	"green"	0	21.934
"881"	"04.12.17"	53	"Erdos-Renyi-sparse"	"no_communication"	2	"[8, 5]"	1	"[6]"	"False"	"white"	5	60
"884"	"04.12.17"	56	"Erdos-Renyi-dense"	"no_communication"	5	"[10, 14, 22, 19, 8]"	0	"[]"	"False"	"white"	6	60
"885"	"04.12.17"	57	"Erdos-Renyi-sparse"	"no_communication"	2	"[21, 5]"	2	"[14, 16]"	"False"	"white"	6	60
"887"	"04.12.17"	59	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[8, 0]"	"False"	"white"	3	60
"888"	"04.12.17"	60	"Erdos-Renyi-dense"	"no_communication"	5	"[7, 8, 23, 1, 11]"	1	"[15]"	"False"	"white"	3	60
"889"	"04.12.17"	61	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[14]"	"True"	"green"	0	14.037
"890"	"04.12.17"	62	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"True"	"red"	0	21.104
"891"	"04.12.17"	63	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"True"	"green"	0	53.704
"892"	"04.12.17"	64	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[16]"	"True"	"green"	0	53.578
"893"	"04.12.17"	65	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[8, 19]"	"False"	"white"	7	60
"894"	"04.21.17"	1	"Erdos-Renyi-sparse"	"no_communication"	5	"[18, 3, 20, 1, 19]"	0	"[]"	"False"	"white"	6	60
"895"	"04.21.17"	2	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	6	60
"896"	"04.21.17"	3	"Barabasi-Albert"	"no_communication"	5	"[24, 3, 19, 1, 16]"	0	"[]"	"False"	"white"	3	60
"897"	"04.21.17"	4	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[5, 17]"	"False"	"white"	3	60
"899"	"04.21.17"	6	"Erdos-Renyi-dense"	"no_communication"	2	"[2, 4]"	0	"[]"	"False"	"white"	2	60
"900"	"04.21.17"	7	"Erdos-Renyi-sparse"	"no_communication"	2	"[4, 16]"	0	"[]"	"False"	"white"	9	60
"901"	"04.21.17"	8	"Barabasi-Albert"	"no_communication"	5	"[3, 6, 12, 7, 15]"	1	"[10]"	"False"	"white"	1	60
"902"	"04.21.17"	9	"Barabasi-Albert"	"no_communication"	2	"[15, 4]"	1	"[21]"	"False"	"white"	10	60
"903"	"04.21.17"	10	"Erdos-Renyi-sparse"	"no_communication"	2	"[0, 9]"	5	"[3, 8, 17, 19, 10]"	"False"	"white"	6	60
"904"	"04.21.17"	11	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[19, 12]"	"False"	"white"	4	60
"905"	"04.21.17"	12	"Barabasi-Albert"	"no_communication"	5	"[4, 14, 13, 7, 18]"	5	"[12, 21, 20, 10, 8]"	"False"	"white"	9	60
"906"	"04.21.17"	13	"Erdos-Renyi-dense"	"no_communication"	5	"[6, 24, 2, 1, 5]"	5	"[8, 3, 11, 7, 13]"	"False"	"white"	7	60
"907"	"04.21.17"	14	"Erdos-Renyi-sparse"	"no_communication"	5	"[2, 21, 20, 16, 12]"	1	"[0]"	"False"	"white"	7	60
"908"	"04.21.17"	16	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	2	"[2, 8]"	"False"	"white"	8	60
"909"	"04.21.17"	17	"Erdos-Renyi-sparse"	"no_communication"	2	"[19, 7]"	5	"[4, 0, 3, 5, 14]"	"False"	"white"	2	60
"910"	"04.21.17"	18	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[5]"	"True"	"green"	0	20.089
"911"	"04.21.17"	20	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[6, 10]"	"True"	"red"	0	35.264
"912"	"04.21.17"	21	"Barabasi-Albert"	"no_communication"	5	"[17, 20, 16, 12, 4]"	2	"[5, 14]"	"False"	"white"	8	60
"913"	"04.21.17"	22	"Erdos-Renyi-dense"	"no_communication"	5	"[21, 0, 13, 14, 2]"	2	"[12, 17]"	"False"	"white"	9	60
"915"	"04.21.17"	24	"Erdos-Renyi-dense"	"no_communication"	5	"[3, 5, 24, 18, 12]"	1	"[19]"	"True"	"red"	0	44.427
"916"	"04.21.17"	25	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[14, 9, 17, 19, 7]"	"False"	"white"	5	60
"917"	"04.21.17"	26	"Erdos-Renyi-sparse"	"no_communication"	5	"[6, 16, 11, 1, 10]"	0	"[]"	"False"	"white"	9	60
"918"	"04.21.17"	27	"Erdos-Renyi-sparse"	"no_communication"	2	"[18, 2]"	0	"[]"	"False"	"white"	9	60
"919"	"04.21.17"	28	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	9	60
"920"	"04.21.17"	29	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[11, 15, 14, 16, 4]"	"False"	"white"	1	60
"922"	"04.21.17"	31	"Erdos-Renyi-sparse"	"no_communication"	5	"[18, 24, 16, 10, 14]"	5	"[5, 12, 19, 2, 21]"	"False"	"white"	3	60
"923"	"04.21.17"	32	"Erdos-Renyi-dense"	"no_communication"	5	"[21, 15, 18, 10, 9]"	2	"[1, 17]"	"False"	"white"	5	60
"925"	"04.21.17"	34	"Erdos-Renyi-dense"	"no_communication"	2	"[9, 2]"	1	"[6]"	"False"	"white"	7	60
"926"	"04.21.17"	35	"Barabasi-Albert"	"no_communication"	2	"[19, 15]"	2	"[21, 1]"	"True"	"green"	0	24.385
"927"	"04.21.17"	38	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[16]"	"False"	"white"	4	60
"928"	"04.21.17"	40	"Erdos-Renyi-dense"	"no_communication"	2	"[14, 0]"	5	"[3, 8, 7, 15, 11]"	"False"	"white"	8	60
"929"	"04.21.17"	41	"Barabasi-Albert"	"no_communication"	2	"[4, 5]"	2	"[3, 0]"	"False"	"white"	1	60
"931"	"04.21.17"	43	"Barabasi-Albert"	"no_communication"	5	"[16, 13, 24, 14, 22]"	1	"[2]"	"False"	"white"	6	60
"932"	"04.21.17"	44	"Erdos-Renyi-sparse"	"no_communication"	5	"[10, 18, 14, 23, 3]"	2	"[7, 5]"	"False"	"white"	7	60
"934"	"04.21.17"	46	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[3]"	"False"	"white"	1	60
"935"	"04.21.17"	47	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	5	"[2, 1, 19, 7, 17]"	"False"	"white"	7	60
"938"	"04.21.17"	50	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	8	60
"940"	"04.21.17"	52	"Erdos-Renyi-dense"	"no_communication"	5	"[24, 11, 21, 8, 10]"	2	"[9, 13]"	"False"	"white"	2	60
"941"	"04.21.17"	53	"Barabasi-Albert"	"no_communication"	2	"[1, 3]"	5	"[18, 8, 13, 14, 5]"	"False"	"white"	6	60
"942"	"04.21.17"	54	"Erdos-Renyi-dense"	"no_communication"	2	"[12, 2]"	5	"[10, 19, 7, 20, 15]"	"False"	"white"	2	60
"944"	"04.21.17"	56	"Barabasi-Albert"	"no_communication"	2	"[8, 0]"	1	"[7]"	"False"	"white"	7	60
"945"	"04.21.17"	57	"Erdos-Renyi-dense"	"no_communication"	5	"[0, 22, 20, 10, 1]"	5	"[7, 4, 23, 5, 3]"	"False"	"white"	4	60
"946"	"04.21.17"	59	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	1	"[0]"	"False"	"white"	7	60
"947"	"04.21.17"	60	"Erdos-Renyi-dense"	"no_communication"	2	"[4, 19]"	1	"[8]"	"False"	"white"	4	60
"948"	"04.21.17"	61	"Erdos-Renyi-sparse"	"no_communication"	2	"[13, 14]"	2	"[2, 16]"	"False"	"white"	6	60
"949"	"04.21.17"	62	"Erdos-Renyi-sparse"	"no_communication"	2	"[17, 12]"	1	"[1]"	"False"	"white"	9	60
"950"	"04.21.17"	63	"Barabasi-Albert"	"no_communication"	2	"[14, 19]"	0	"[]"	"False"	"white"	10	60
"951"	"04.21.17"	64	"Barabasi-Albert"	"no_communication"	5	"[6, 11, 7, 2, 1]"	5	"[19, 23, 15, 21, 24]"	"False"	"white"	8	60
"952"	"04.21.17"	65	"Erdos-Renyi-sparse"	"no_communication"	5	"[3, 19, 20, 24, 13]"	2	"[18, 7]"	"False"	"white"	7	60
"953"	"04.24.17"	1	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	5	60
"954"	"04.24.17"	2	"Erdos-Renyi-sparse"	"no_communication"	5	"[13, 3, 18, 12, 5]"	1	"[6]"	"True"	"green"	0	59.356
"955"	"04.24.17"	4	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[13]"	"True"	"red"	0	55.388
"956"	"04.24.17"	5	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	2	"[4, 18]"	"False"	"white"	6	60
"958"	"04.24.17"	9	"Barabasi-Albert"	"no_communication"	2	"[5, 1]"	2	"[4, 14]"	"False"	"white"	3	60
"959"	"04.24.17"	10	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[7]"	"False"	"white"	1	60
"960"	"04.24.17"	11	"Erdos-Renyi-sparse"	"no_communication"	2	"[3, 20]"	2	"[5, 4]"	"False"	"white"	3	60
"961"	"04.24.17"	12	"Barabasi-Albert"	"no_communication"	5	"[13, 18, 22, 14, 11]"	0	"[]"	"False"	"white"	3	60
"962"	"04.24.17"	13	"Erdos-Renyi-sparse"	"no_communication"	5	"[17, 13, 4, 9, 23]"	5	"[20, 3, 8, 2, 15]"	"False"	"white"	8	60
"964"	"04.24.17"	15	"Barabasi-Albert"	"no_communication"	2	"[14, 16]"	5	"[20, 12, 4, 19, 13]"	"False"	"white"	1	60
"965"	"04.24.17"	18	"Erdos-Renyi-dense"	"no_communication"	2	"[6, 11]"	2	"[17, 8]"	"True"	"red"	0	58.713
"966"	"04.24.17"	22	"Barabasi-Albert"	"no_communication"	5	"[11, 15, 24, 6, 23]"	1	"[21]"	"False"	"white"	6	60
"968"	"04.24.17"	24	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[6, 4, 11, 3, 15]"	"False"	"white"	1	60
"969"	"04.24.17"	25	"Erdos-Renyi-sparse"	"no_communication"	5	"[11, 8, 0, 5, 14]"	5	"[23, 1, 22, 3, 20]"	"False"	"white"	10	60
"970"	"04.24.17"	26	"Barabasi-Albert"	"no_communication"	5	"[22, 2, 21, 6, 10]"	0	"[]"	"False"	"white"	8	60
"971"	"04.24.17"	27	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	1	60
"972"	"04.24.17"	28	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	5	"[2, 9, 6, 15, 4]"	"True"	"green"	0	19.209
"973"	"04.24.17"	29	"Erdos-Renyi-dense"	"no_communication"	5	"[21, 16, 17, 5, 1]"	1	"[11]"	"False"	"white"	9	60
"974"	"04.24.17"	30	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	5	"[15, 13, 10, 5, 7]"	"False"	"white"	2	60
"975"	"04.24.17"	31	"Erdos-Renyi-dense"	"no_communication"	5	"[21, 16, 3, 18, 17]"	5	"[15, 7, 0, 24, 10]"	"False"	"white"	3	60
"977"	"04.24.17"	33	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	4	60
"978"	"04.24.17"	34	"Erdos-Renyi-dense"	"no_communication"	2	"[16, 5]"	1	"[13]"	"False"	"white"	7	60
"979"	"04.24.17"	35	"Erdos-Renyi-dense"	"no_communication"	5	"[0, 22, 3, 10, 6]"	0	"[]"	"False"	"white"	8	60
"980"	"04.24.17"	36	"Erdos-Renyi-dense"	"no_communication"	5	"[24, 22, 16, 18, 4]"	2	"[5, 21]"	"False"	"white"	2	60
"981"	"04.24.17"	37	"Barabasi-Albert"	"no_communication"	2	"[14, 10]"	5	"[7, 6, 1, 17, 4]"	"False"	"white"	1	60
"982"	"04.24.17"	38	"Erdos-Renyi-dense"	"no_communication"	2	"[9, 5]"	2	"[4, 15]"	"False"	"white"	1	60
"983"	"04.24.17"	39	"Erdos-Renyi-dense"	"no_communication"	2	"[18, 20]"	5	"[4, 17, 8, 3, 12]"	"False"	"white"	2	60
"985"	"04.24.17"	41	"Erdos-Renyi-dense"	"no_communication"	2	"[0, 3]"	2	"[2, 20]"	"False"	"white"	5	60
"987"	"04.24.17"	45	"Erdos-Renyi-sparse"	"no_communication"	2	"[11, 19]"	1	"[14]"	"False"	"white"	7	60
"988"	"04.24.17"	46	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	2	60
"989"	"04.24.17"	47	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	1	"[8]"	"False"	"white"	8	60
"990"	"04.24.17"	48	"Erdos-Renyi-dense"	"no_communication"	2	"[12, 6]"	0	"[]"	"False"	"white"	7	60
"991"	"04.24.17"	49	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"True"	"red"	0	54.614
"992"	"04.24.17"	50	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[0, 2]"	"True"	"green"	0	41.227
"993"	"04.24.17"	51	"Barabasi-Albert"	"no_communication"	5	"[10, 1, 9, 6, 18]"	5	"[16, 13, 20, 24, 22]"	"False"	"white"	5	60
"994"	"04.24.17"	52	"Erdos-Renyi-dense"	"no_communication"	5	"[19, 24, 20, 12, 7]"	0	"[]"	"False"	"white"	5	60
"995"	"04.24.17"	53	"Barabasi-Albert"	"no_communication"	2	"[13, 10]"	5	"[14, 8, 9, 19, 7]"	"False"	"white"	6	60
"996"	"04.24.17"	55	"Barabasi-Albert"	"no_communication"	2	"[12, 15]"	0	"[]"	"True"	"green"	0	27.18
"997"	"04.24.17"	56	"Erdos-Renyi-sparse"	"no_communication"	5	"[3, 20, 21, 23, 19]"	5	"[12, 13, 7, 8, 6]"	"False"	"white"	5	60
"998"	"04.24.17"	57	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	5	"[19, 13, 4, 9, 18]"	"True"	"red"	0	34.414
"999"	"04.24.17"	59	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[14, 15]"	"False"	"white"	6	60
"1000"	"04.24.17"	60	"Barabasi-Albert"	"no_communication"	5	"[21, 24, 20, 2, 16]"	2	"[23, 7]"	"True"	"red"	0	48.854
"1002"	"04.24.17"	62	"Erdos-Renyi-sparse"	"no_communication"	5	"[9, 15, 5, 2, 13]"	2	"[4, 7]"	"False"	"white"	9	60
"1003"	"04.25.17"	1	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[3, 17]"	"False"	"white"	8	60
"1004"	"04.25.17"	2	"Erdos-Renyi-dense"	"no_communication"	2	"[9, 11]"	0	"[]"	"False"	"white"	1	60
"1005"	"04.25.17"	3	"Erdos-Renyi-sparse"	"no_communication"	2	"[8, 9]"	5	"[4, 19, 2, 6, 1]"	"False"	"white"	5	60
"1006"	"04.25.17"	4	"Barabasi-Albert"	"no_communication"	2	"[19, 6]"	1	"[12]"	"True"	"red"	0	26.941
"1008"	"04.25.17"	7	"Erdos-Renyi-sparse"	"no_communication"	2	"[7, 5]"	2	"[18, 19]"	"False"	"white"	4	60
"1010"	"04.25.17"	9	"Barabasi-Albert"	"no_communication"	5	"[9, 17, 15, 24, 21]"	1	"[13]"	"False"	"white"	9	60
"1011"	"04.25.17"	10	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	1	"[3]"	"False"	"white"	5	60
"1012"	"04.25.17"	11	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[6, 4, 3, 15, 2]"	"False"	"white"	1	60
"1013"	"04.25.17"	12	"Erdos-Renyi-dense"	"no_communication"	2	"[6, 3]"	1	"[4]"	"False"	"white"	2	60
"1014"	"04.25.17"	14	"Erdos-Renyi-dense"	"no_communication"	5	"[15, 8, 4, 9, 5]"	5	"[6, 18, 2, 21, 12]"	"False"	"white"	5	60
"1015"	"04.25.17"	16	"Barabasi-Albert"	"no_communication"	5	"[16, 22, 17, 15, 3]"	0	"[]"	"False"	"white"	9	60
"1016"	"04.25.17"	17	"Erdos-Renyi-sparse"	"no_communication"	2	"[14, 11]"	1	"[6]"	"False"	"white"	2	60
"1018"	"04.25.17"	20	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	2	"[10, 0]"	"False"	"white"	3	60
"1019"	"04.25.17"	21	"Barabasi-Albert"	"no_communication"	5	"[5, 1, 15, 19, 10]"	5	"[13, 2, 7, 17, 4]"	"False"	"white"	10	60
"1020"	"04.25.17"	22	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	1	60
"1021"	"04.25.17"	23	"Erdos-Renyi-sparse"	"no_communication"	2	"[2, 18]"	0	"[]"	"False"	"white"	7	60
"1022"	"04.25.17"	24	"Erdos-Renyi-sparse"	"no_communication"	2	"[21, 12]"	1	"[3]"	"False"	"white"	10	60
"1023"	"04.25.17"	25	"Barabasi-Albert"	"no_communication"	2	"[12, 10]"	1	"[2]"	"False"	"white"	4	60
"1024"	"04.25.17"	27	"Barabasi-Albert"	"no_communication"	5	"[9, 13, 24, 3, 11]"	2	"[5, 20]"	"False"	"white"	9	60
"1025"	"04.25.17"	28	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[2]"	"False"	"white"	3	60
"1026"	"04.25.17"	29	"Barabasi-Albert"	"no_communication"	5	"[21, 8, 7, 1, 2]"	2	"[10, 23]"	"False"	"white"	7	60
"1028"	"04.25.17"	31	"Barabasi-Albert"	"no_communication"	5	"[21, 20, 24, 0, 16]"	5	"[11, 4, 19, 8, 9]"	"False"	"white"	9	60
"1029"	"04.25.17"	32	"Erdos-Renyi-dense"	"no_communication"	5	"[18, 21, 3, 7, 0]"	2	"[14, 5]"	"False"	"white"	5	60
"1030"	"04.25.17"	33	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	5	"[4, 14, 5, 11, 15]"	"True"	"green"	0	54.265
"1031"	"04.25.17"	36	"Erdos-Renyi-sparse"	"no_communication"	5	"[1, 15, 5, 23, 0]"	1	"[11]"	"False"	"white"	8	60
"1032"	"04.25.17"	38	"Barabasi-Albert"	"no_communication"	2	"[0, 20]"	1	"[18]"	"False"	"white"	4	60
"1033"	"04.25.17"	39	"Erdos-Renyi-dense"	"no_communication"	5	"[11, 0, 21, 23, 12]"	1	"[24]"	"False"	"white"	2	60
"1034"	"04.25.17"	40	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	5	"[18, 2, 4, 10, 14]"	"False"	"white"	5	60
"1035"	"04.25.17"	41	"Erdos-Renyi-sparse"	"no_communication"	2	"[2, 19]"	5	"[6, 18, 3, 16, 17]"	"True"	"red"	0	27.835
"1036"	"04.25.17"	42	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[18]"	"True"	"red"	0	57.629
"1037"	"04.25.17"	43	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	2	60
"1038"	"04.25.17"	44	"Erdos-Renyi-sparse"	"no_communication"	2	"[8, 13]"	0	"[]"	"False"	"white"	8	60
"1039"	"04.25.17"	45	"Barabasi-Albert"	"no_communication"	2	"[4, 12]"	2	"[0, 14]"	"False"	"white"	5	60
"1040"	"04.25.17"	46	"Erdos-Renyi-dense"	"no_communication"	5	"[1, 11, 20, 10, 15]"	0	"[]"	"False"	"white"	8	60
"1041"	"04.25.17"	47	"Erdos-Renyi-sparse"	"no_communication"	5	"[1, 7, 19, 12, 23]"	0	"[]"	"False"	"white"	10	60
"1042"	"04.25.17"	48	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	1	"[19]"	"False"	"white"	4	60
"1043"	"04.25.17"	49	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[1, 18]"	"True"	"red"	0	37.295
"1044"	"04.25.17"	50	"Erdos-Renyi-sparse"	"no_communication"	5	"[15, 14, 10, 12, 7]"	1	"[20]"	"False"	"white"	9	60
"1045"	"04.25.17"	51	"Erdos-Renyi-sparse"	"no_communication"	5	"[7, 8, 22, 21, 11]"	1	"[20]"	"False"	"white"	10	60
"1046"	"04.25.17"	53	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	5	"[8, 15, 10, 7, 4]"	"False"	"white"	6	60
"1047"	"04.25.17"	54	"Erdos-Renyi-sparse"	"no_communication"	5	"[15, 9, 22, 0, 6]"	2	"[8, 2]"	"False"	"white"	7	60
"1048"	"04.25.17"	55	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	2	"[10, 19]"	"False"	"white"	5	60
"1049"	"04.25.17"	56	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	8	60
"1050"	"04.25.17"	57	"Erdos-Renyi-dense"	"no_communication"	5	"[15, 0, 11, 14, 18]"	5	"[9, 2, 10, 21, 4]"	"False"	"white"	4	60
"1051"	"04.25.17"	58	"Erdos-Renyi-dense"	"no_communication"	2	"[15, 10]"	5	"[20, 7, 17, 5, 13]"	"True"	"green"	0	23.717
"1052"	"04.25.17"	59	"Barabasi-Albert"	"no_communication"	2	"[17, 2]"	0	"[]"	"False"	"white"	4	60
"1053"	"04.25.17"	60	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"True"	"red"	0	25.332
"1054"	"04.25.17"	61	"Erdos-Renyi-sparse"	"no_communication"	5	"[12, 1, 11, 7, 16]"	0	"[]"	"False"	"white"	5	60
"1055"	"04.25.17"	62	"Erdos-Renyi-sparse"	"no_communication"	2	"[9, 8]"	0	"[]"	"False"	"white"	10	60
"1056"	"04.25.17"	63	"Erdos-Renyi-sparse"	"no_communication"	2	"[15, 18]"	5	"[21, 10, 12, 6, 9]"	"False"	"white"	6	60
"1057"	"04.25.17"	64	"Erdos-Renyi-sparse"	"no_communication"	2	"[18, 21]"	2	"[12, 11]"	"False"	"white"	7	60
"1058"	"04.25.17"	65	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	2	"[4, 15]"	"False"	"white"	3	60
"1059"	"04.26.17"	7	"Erdos-Renyi-sparse"	"no_communication"	5	"[0, 8, 13, 6, 20]"	0	"[]"	"False"	"white"	8	60
"1060"	"04.26.17"	9	"Barabasi-Albert"	"no_communication"	0	"[]"	2	"[9, 1]"	"True"	"red"	0	34.1
"1061"	"04.26.17"	10	"Barabasi-Albert"	"no_communication"	0	"[]"	5	"[2, 19, 7, 12, 10]"	"True"	"green"	0	10.213
"1062"	"04.26.17"	12	"Barabasi-Albert"	"no_communication"	2	"[2, 13]"	0	"[]"	"True"	"green"	0	6.594
"1063"	"04.26.17"	13	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	1	"[18]"	"False"	"white"	4	60
"1064"	"04.26.17"	14	"Barabasi-Albert"	"no_communication"	2	"[13, 2]"	5	"[20, 19, 14, 18, 5]"	"False"	"white"	3	60
