"X"	"experiment"	"game"	"network"	"communication"	"adversaries"	"list_of_adversaries"	"visibles"	"list_of_visibles"	"consensus"	"color"	"distance"	"length"
"1065"	"04.26.17"	16	"Erdos-Renyi-sparse"	"no_communication"	5	"[7, 10, 22, 0, 18]"	5	"[9, 17, 2, 1, 6]"	"True"	"green"	0	59.668
"1066"	"04.26.17"	18	"Erdos-Renyi-dense"	"no_communication"	2	"[0, 15]"	5	"[4, 8, 3, 1, 14]"	"True"	"green"	0	51.188
"1067"	"04.26.17"	20	"Erdos-Renyi-sparse"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	5	60
"1068"	"04.26.17"	23	"Erdos-Renyi-dense"	"no_communication"	2	"[10, 1]"	2	"[8, 9]"	"False"	"white"	4	60
"1069"	"04.26.17"	24	"Barabasi-Albert"	"no_communication"	0	"[]"	1	"[7]"	"True"	"red"	0	11.081
"1070"	"04.26.17"	26	"Erdos-Renyi-dense"	"no_communication"	5	"[11, 5, 1, 24, 4]"	0	"[]"	"False"	"white"	8	60
"1071"	"04.26.17"	33	"Barabasi-Albert"	"no_communication"	2	"[9, 3]"	2	"[13, 16]"	"False"	"white"	9	60
"1072"	"04.26.17"	41	"Barabasi-Albert"	"no_communication"	5	"[20, 14, 17, 21, 18]"	0	"[]"	"False"	"white"	6	60
"1073"	"04.26.17"	42	"Erdos-Renyi-sparse"	"no_communication"	5	"[7, 8, 15, 20, 9]"	2	"[4, 16]"	"False"	"white"	7	60
"1074"	"04.26.17"	43	"Erdos-Renyi-dense"	"no_communication"	5	"[5, 14, 18, 6, 8]"	2	"[0, 4]"	"False"	"white"	9	60
"1075"	"04.26.17"	45	"Barabasi-Albert"	"no_communication"	5	"[21, 1, 9, 19, 0]"	1	"[22]"	"False"	"white"	8	60
"1076"	"04.26.17"	47	"Erdos-Renyi-dense"	"no_communication"	2	"[0, 4]"	0	"[]"	"False"	"white"	3	60
"1077"	"04.26.17"	52	"Erdos-Renyi-dense"	"no_communication"	2	"[10, 15]"	1	"[19]"	"False"	"white"	10	60
"1078"	"04.26.17"	55	"Erdos-Renyi-dense"	"no_communication"	0	"[]"	5	"[1, 2, 0, 8, 6]"	"True"	"green"	0	12.779
"1079"	"04.26.17"	57	"Barabasi-Albert"	"no_communication"	0	"[]"	0	"[]"	"False"	"white"	1	60
"1080"	"04.26.17"	62	"Erdos-Renyi-dense"	"no_communication"	5	"[18, 13, 0, 7, 22]"	1	"[14]"	"False"	"white"	7	60
