#visibleNodes,#adversarial,network,time
2,5,Erdos-Renyi-dense,4
2,5,Erdos-Renyi-dense,4
2,5,Erdos-Renyi-dense,2
2,5,Erdos-Renyi-dense,5
2,5,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,2
5,0,Erdos-Renyi-dense,5
5,0,Erdos-Renyi-dense,2
5,0,Erdos-Renyi-dense,4
5,0,Erdos-Renyi-dense,4
5,0,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,4
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,3
5,2,Erdos-Renyi-dense,4
5,2,Erdos-Renyi-dense,5
5,2,Erdos-Renyi-dense,2
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,4
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
5,5,Erdos-Renyi-dense,5
0,0,Erdos-Renyi-sparse,3
0,0,Erdos-Renyi-sparse,2
0,0,Erdos-Renyi-sparse,4
0,0,Erdos-Renyi-sparse,3
0,0,Erdos-Renyi-sparse,2
0,0,Erdos-Renyi-sparse,2
0,0,Erdos-Renyi-sparse,3
0,0,Erdos-Renyi-sparse,3
0,0,Erdos-Renyi-sparse,4
0,0,Erdos-Renyi-sparse,2
0,2,Erdos-Renyi-sparse,4
0,2,Erdos-Renyi-sparse,5
0,2,Erdos-Renyi-sparse,5
0,2,Erdos-Renyi-sparse,5
0,2,Erdos-Renyi-sparse,3
0,2,Erdos-Renyi-sparse,2
0,2,Erdos-Renyi-sparse,5
0,2,Erdos-Renyi-sparse,4
0,2,Erdos-Renyi-sparse,4
0,2,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,2
0,5,Erdos-Renyi-sparse,2
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,4
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,5
0,5,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,2
1,0,Erdos-Renyi-sparse,5
1,0,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,5
1,0,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,2
1,0,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,3
1,0,Erdos-Renyi-sparse,3
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,4
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,5
1,2,Erdos-Renyi-sparse,4
1,2,Erdos-Renyi-sparse,4
1,2,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,4
1,5,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,3
1,5,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,3
1,5,Erdos-Renyi-sparse,5
1,5,Erdos-Renyi-sparse,3
1,5,Erdos-Renyi-sparse,5
2,0,Erdos-Renyi-sparse,3
2,0,Erdos-Renyi-sparse,5
2,0,Erdos-Renyi-sparse,2
2,0,Erdos-Renyi-sparse,4
2,0,Erdos-Renyi-sparse,5
2,0,Erdos-Renyi-sparse,3
2,0,Erdos-Renyi-sparse,3
2,0,Erdos-Renyi-sparse,4
2,0,Erdos-Renyi-sparse,3
2,0,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,4
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,4
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,4
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,5
2,2,Erdos-Renyi-sparse,5
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,5
2,5,Erdos-Renyi-sparse,5
2,5,Erdos-Renyi-sparse,5
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,4
2,5,Erdos-Renyi-sparse,5
5,0,Erdos-Renyi-sparse,3
5,0,Erdos-Renyi-sparse,4
5,0,Erdos-Renyi-sparse,3
5,0,Erdos-Renyi-sparse,5
5,0,Erdos-Renyi-sparse,3
5,0,Erdos-Renyi-sparse,5
5,0,Erdos-Renyi-sparse,5
5,0,Erdos-Renyi-sparse,3
5,0,Erdos-Renyi-sparse,4
5,0,Erdos-Renyi-sparse,3
5,2,Erdos-Renyi-sparse,4
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,5
5,2,Erdos-Renyi-sparse,4
5,2,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,4
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,4
5,5,Erdos-Renyi-sparse,3
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,5
5,5,Erdos-Renyi-sparse,5
0,0,Barabasi-Albert,3
0,0,Barabasi-Albert,4
0,0,Barabasi-Albert,3
0,0,Barabasi-Albert,3
0,0,Barabasi-Albert,4
0,0,Barabasi-Albert,2
0,0,Barabasi-Albert,3
0,0,Barabasi-Albert,4
0,0,Barabasi-Albert,4
0,0,Barabasi-Albert,3
0,2,Barabasi-Albert,4
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,2,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,4
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,5
0,5,Barabasi-Albert,4
0,5,Barabasi-Albert,5
1,0,Barabasi-Albert,2
1,0,Barabasi-Albert,5
1,0,Barabasi-Albert,3
1,0,Barabasi-Albert,2
1,0,Barabasi-Albert,3
1,0,Barabasi-Albert,3
1,0,Barabasi-Albert,3
1,0,Barabasi-Albert,2
1,0,Barabasi-Albert,3
1,0,Barabasi-Albert,5
1,2,Barabasi-Albert,4
1,2,Barabasi-Albert,5
1,2,Barabasi-Albert,5
1,2,Barabasi-Albert,5
1,2,Barabasi-Albert,3
1,2,Barabasi-Albert,3
1,2,Barabasi-Albert,2
1,2,Barabasi-Albert,5
1,2,Barabasi-Albert,5
1,2,Barabasi-Albert,5
1,5,Barabasi-Albert,5
1,5,Barabasi-Albert,4
1,5,Barabasi-Albert,5
1,5,Barabasi-Albert,5
1,5,Barabasi-Albert,5
1,5,Barabasi-Albert,4
1,5,Barabasi-Albert,4
1,5,Barabasi-Albert,5
1,5,Barabasi-Albert,4
1,5,Barabasi-Albert,5
2,0,Barabasi-Albert,3
2,0,Barabasi-Albert,2
2,0,Barabasi-Albert,4
2,0,Barabasi-Albert,5
2,0,Barabasi-Albert,3
2,0,Barabasi-Albert,2
2,0,Barabasi-Albert,5
2,0,Barabasi-Albert,4
2,0,Barabasi-Albert,2
2,0,Barabasi-Albert,3
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,4
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,5
2,2,Barabasi-Albert,3
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
2,5,Barabasi-Albert,5
5,0,Barabasi-Albert,4
5,0,Barabasi-Albert,5
5,0,Barabasi-Albert,5
5,0,Barabasi-Albert,5
5,0,Barabasi-Albert,5
5,0,Barabasi-Albert,3
5,0,Barabasi-Albert,2
5,0,Barabasi-Albert,4
5,0,Barabasi-Albert,5
5,0,Barabasi-Albert,4
5,2,Barabasi-Albert,5
5,2,Barabasi-Albert,5
5,2,Barabasi-Albert,5
5,2,Barabasi-Albert,3
5,2,Barabasi-Albert,5
5,2,Barabasi-Albert,2
5,2,Barabasi-Albert,4
5,2,Barabasi-Albert,4
5,2,Barabasi-Albert,3
5,2,Barabasi-Albert,4
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,4
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,4
5,5,Barabasi-Albert,4
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,5
5,5,Barabasi-Albert,5
